id	Name	Animal	Lot	Time_cat	Time_num	Lot_x_Time	Localisation	MockAndDuplicates	EDE_vache	Race	Sexe	Date_naissance	Date_reelle_passage_parc_mere	S3	Date_sevrage_reel	Acetate	propionate	iso_butyrate	butyrate	iso_valerate	Valerate	caproate	VFA totaux	VFAt_Acetate	VFAt_propionate	VFAt_isobutyrate	VFAt_butyrate	VFAt_isovalerate	VFAt_valerate	VFAt_caproate	velage	DIM	igG_Matin	Lactoferrin_Matin	igG_soir	Lactoferrin_soir
19LIB028-19MET501	2342T-10sem	2342	temoin	10	10	temoin_10	rumen	no	5651	Ho	M-Fem	05-mai-19	16-mai-19	28-mai-19	09-juil-19	44,42	9,51	0,48	6,68	0,68	0,54	0,06	46,0965	0,702439448	0,180979033	0,00880761	0,00880761	0,010901045	0,570155906	0,497295175	NA	NA	NA	NA	NA	NA
19LIB028-19MET502	9721T-13sem	9721	temoin	13	13	temoin_13	rumen	no	6722	Ho	F	12-févr-19	21-févr-19	19-mars-19	30-avr-19	79,5	19,65	0,56	12,5	0,74	0,83	0,13	113,917	0,697885302	0,172472063	0,004920249	0,004920249	0,00653546	1,195755229	0,74794722	NA	NA	NA	NA	NA	NA
19LIB028-19MET503	9722M-13sem	9722	mere	13	13	mere_13	rumen	no	6614	Ho	F	12-févr-19	18-févr-19	19-mars-19	30-avr-19	58,38	14,05	0,68	7,71	1,22	1,01	0,68	83,7265	0,697234448	0,167808281	0,008061964	0,008061964	0,014601112	1,452165772	4,037345463	12/02/2019	93	755	71	685	
19LIB028-19MET504	9755M-13sem	9755	mere	13	13	mere_13	rumen	no	5611	Ho	F	09-avr-19	15-avr-19	14-mai-19	25-juin-19	52,49	17,11	0,42	4,86	0,53	0,59	0,11	76,1175	0,689539199	0,224810326	0,005465235	0,005465235	0,00701547	0,86071974	0,507094144	09/04/2019	93	295	304	330	240
19LIB028-19MET505	9727M-13sem	9727	mere	13	13	mere_13	rumen	no	4168	Ho	F	27-févr-19	04-mars-19	02-avr-19	14-mai-19	63,08	16,08	0,45	8,41	0,82	0,84	0,13	89,798	0,702432125	0,179035168	0,005005679	0,005005679	0,009081494	1,199404141	0,712150588	26/02/2019	93	335	51	325	55
19LIB028-19MET506	9732P-13sem 1	9732	panache	13	13	panache_13	rumen	no	6718	Ho	F	04-mars-19	10-mars-19	02-avr-19	11-juin-19	69,6	13,82	0,56	7,77	0,66	0,39	0,13	92,927	0,74895886	0,148724267	0,006058519	0,006058519	0,007091588	0,516049707	0,887548497	04/03/2019	87	265	19	255	34
19LIB028-19MET507	9732P-13sem 2	9732	panache	13	13	panache_13	rumen	yes	6718	Ho	F	04-mars-19	10-mars-19	02-avr-19	11-juin-19	69,6	13,82	0,56	7,77	0,66	0,39	0,13	92,927	0,74895886	0,148724267	0,006058519	0,006058519	0,007091588	0,516049707	0,887548497	04/03/2019	87	265	19	255	34
19LIB028-19MET508	9728M-13sem	9728	mere	13	13	mere_13	rumen	no	6742	Ho	F	27-févr-19	05-mars-19	02-avr-19	14-mai-19	73,48	25,55	0,39	11	1,01	1,06	0,27	112,761	0,651674781	0,226612038	0,003489682	0,003489682	0,008934827	1,630414481	1,173812312	27/02/2019	92	310	82	330	65
19LIB028-19MET509	9740P-13sem	9740	panache	13	13	panache_13	rumen	no	7639	Mo	F	15-mars-19	20-mars-19	16-avr-19	28-mai-19	50,97	13,59	0,4	5,55	0,61	0,47	0,07	71,6525	0,71134294	0,189630508	0,005610411	0,005610411	0,008450508	0,658613411	0,363865501	14/03/2019	91	330	336	335	355
19LIB028-19MET510	9741T-13sem	9741	temoin	13	13	temoin_13	rumen	no	6728	Mo	M - Fem	18-mars-19	27-mars-19	16-avr-19	28-mai-19	67,8	22,5	0,68	6,74	0,72	0,83	0,02	99,285	0,682847359	0,226590119	0,006833862	0,006833862	0,007297175	1,219891956	0,075025337	17/03/2019	88	345	645	420	627
19LIB028-19MET511	9751T-13sem	9751	temoin	13	13	temoin_13	rumen	no	3154	Ho	M - Fem	06-avr-19	12-avr-19	30-avr-19	25-juin-19	24,65	7,34	0,17	2,69	0,25	0,23	0,01	35,3205	0,697852522	0,207783016	0,004813069	0,004813069	0,00697895	0,323134177	0,024063565	05/04/2019	97	329	274	331	139
19LIB028-19MET512	9745T-13sem	9745	temoin	13	13	temoin_13	rumen	no	3647	Mo	M - Fem	24-mars-19	02-avr-19	16-avr-19	28-mai-19	45,81	10,7	0,46	6,02	0,5	0,28	0,05	63,8155	0,717882019	0,167616018	0,00716127	0,00716127	0,007780241	0,395608181	0,304266863	23/03/2019	82	400	526	460	534
19LIB028-19MET513	9744P-13sem	9744	panache	13	13	panache_13	rumen	no	5704	Mo	M - Fem	21-mars-19	28-mars-19	16-avr-19	28-mai-19	51,47	10,11	0,32	6,73	0,54	0,46	0,06	69,685	0,738595107	0,145045562	0,004549042	0,004549042	0,007691756	0,626188822	0,430899085	21/03/2019	84	535	100	585	90
19LIB028-19MET514	9748P-13sem 1	9748	panache	13	13	panache_13	rumen	no	7622	Mo	F	31-mars-19	06-avr-09	30-avr-19	09-juil-19	17,82	4,14	0,09	2,13	0,09	0,11	0,02	24,398	0,730428724	0,169542585	0,003770801	0,003770801	0,003606853	0,14717384	0,141557355	31/03/2019	116	NA	NA	157	382
19LIB028-19MET515	9748P-13sem 2	9748	panache	13	13	panache_13	rumen	yes	7622	Mo	F	31-mars-19	06-avr-09	30-avr-19	09-juil-19	17,82	4,14	0,09	2,13	0,09	0,11	0,02	24,398	0,710283433	0,171369497	0,005479137	0,005479137	0,006800103	0,668043175	0,460992191	31/03/2019	116	NA	NA	157	382
19LIB028-19MET516	9747M-13sem	9747	mere	13	13	mere_13	rumen	no	7628	Mo	F	31-mars-19	06-avr-19	30-avr-19	11-juin-19	55,86	16,37	0,72	4,52	1,22	0,51	0,03	79,2385	0,704991892	0,206572563	0,009124352	0,009124352	0,015440726	0,726958716	0,142806962	31/03/2019	88	480	246	365	219
19LIB028-19MET517	9746T-13sem	9746	temoin	13	13	temoin_13	rumen	no	3613	Mo	M - Fem	29-mars-19	07-avr-19	30-avr-19	11-juin-19	51,78	11,34	0,36	8,95	0,49	0,5	0,08	73,502	0,704511442	0,154247503	0,004918234	0,004918234	0,006714103	0,70900197	0,49271462	28/03/2019	91	255	425	229	432
19LIB028-19MET518	9749T-13sem	9749	temoin	13	13	temoin_13	rumen	no	4180	Ho	F	02-avr-19	10-avr-19	30-avr-19	25-juin-19	52,03	14,13	0,34	5,26	0,65	0,42	0,02	72,852	0,714146489	0,19398232	0,00465327	0,00465327	0,008935925	0,586014223	0,105679734	01/04/2019	101	285	274	240	219
19LIB028-19MET519	9750P-13sem	9750	panache	13	13	panache_13	rumen	no	6640	Ho	F	03-avr-19	09-avr-19	30-avr-19	11-juin-19	61,84	14,92	0,48	8,68	0,59	0,47	0,08	87,0575	0,710283433	0,171369497	0,005479137	0,005479137	0,006800103	0,668043175	0,460992191	03/04/2019	85	234	111	255	169
19LIB028-19MET520	9743T-13sem	9743	temoin	13	13	temoin_13	rumen	no	7641	Mo	F	19-mars-19	27-mars-19	16-avr-19	SORTIE	48,52	17,79	0,84	9,76	1,22	3,11	1,15	82,3915	0,588871425	0,215956743	0,010164884	0,010164884	0,014855901	5,278741452	5,329771062	18/03/2019	87	360	323	360	298
19LIB028-19MET521	9756P-13sem	9756	panache	13	13	panache_13	rumen	no	4165	Ho	F	11-avr-19	17-avr-19	14-mai-19	25-juin-19	78,81	20,56	0,67	11,96	0,75	0,89	0,15	113,7935	0,692561526	0,180682552	0,00592301	0,00592301	0,006555735	1,290138084	0,810814316	11/04/2019	91	365	174	360	203
19LIB028-19MET522	9757P-13sem	9757	panache	13	13	panache_13	rumen	no	5722	Ho	F	11-avr-19	17-avr-19	14-mai-19	09-juil-19	42,17	9,66	0,32	5,84	0,41	0,31	0,06	58,757	0,717684701	0,164388924	0,005386592	0,005386592	0,006977892	0,424977709	0,377154364	11/04/2019	105	415	262	415	376
19LIB028-19MET523	9759M-13sem	9759	mere	13	13	mere_13	rumen	no	3161	Ho	F	14-avr-19	21-avr-19	14-mai-19	25-juin-19	67,31	20,25	0,62	8,82	0,75	0,63	0,07	98,4475	0,683724828	0,20569339	0,0062673	0,0062673	0,007638589	0,914110435	0,335450741	14/04/2019	88	420	213	420	174
19LIB028-19MET524	9763P-13sem	9763	panache	13	13	panache_13	rumen	no	4633	Mo	F	18-avr-19	23-avr-19	14-mai-19	09-juil-19	67,61	16,04	0,95	8,9	1,1	0,64	0,12	95,365	0,708934095	0,168174907	0,009993184	0,009993184	0,011581817	0,904174315	0,722462121	18/04/2019	98	420	323	360	316
19LIB028-19MET525	9764M-13sem	9764	mere	13	13	mere_13	rumen	no	2604	Mo	F	19-avr-19	24-avr-19	14-mai-19	25-juin-19	64,34	17,5	0,65	7,39	0,93	0,53	0,07	91,4065	0,703850383	0,191485288	0,007100152	0,007100152	0,010223562	0,745897158	0,383841499	18/04/2019	84	310	298	321	213
19LIB028-19MET526	9769M-13sem	9769	mere	13	13	mere_13	rumen	no	5635	Ho	M-Fem	22-avr-19	28-avr-19	28-mai-19	09-juil-19	34,59	11,97	0,16	2,07	0,18	0,88	0,04	49,8825	0,693329324	0,239963915	0,003117326	0,003117326	0,003688668	1,262026529	0,175026316	21/04/2019	95	385	198	410	143
19LIB028-19MET527	9770M-13sem	9770	mere	13	13	mere_13	rumen	no	2646	Mo	F	22-avr-19	28-avr-19	28-mai-19	09-juil-19	83,7	24,03	0,45	10	0,57	0,94	0,03	119,713	0,699147127	0,200759316	0,003738107	0,003738107	0,004732151	1,344495263	0,129508311	22/04/2019	94	324	389	327	550
19LIB028-19MET528	9774T-13sem	9774	temoin	13	13	temoin_13	rumen	no	5699	Ho	M-Fem	26-avr-19	04-mai-19	28-mai-19	09-juil-19	77,09	17,46	0,58	10,58	0,89	0,72	0,09	107,4245	0,717620282	0,162528101	0,005403795	0,005403795	0,008322124	1,007496608	0,581437913	02/05/2019	84	505	618	445	558
19LIB028-19MET529	2342T-13sem	2342	temoin	13	13	temoin_13	rumen	no	5651	Ho	M-Fem	05-mai-19	16-mai-19	28-mai-19	09-juil-19	50,35	12,04	0,23	7,47	0,25	0,54	0,07	70,943	0,709724709	0,169643235	0,003242039	0,003242039	0,003488716	0,754517905	0,433262194	05/05/2019	81	280	160	250	174
19LIB028-19MET530	Mock-Rum	0	0	0	0	0_0	rumen	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET550	9721T-Rum	9721	temoin	20	20	temoin_20	rumen	no	6722	Ho	F	12-févr-19	21-févr-19	19-mars-19	30-avr-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET551	9722M-Rum	9722	mere	20	20	mere_20	rumen	no	6614	Ho	F	12-févr-19	18-févr-19	19-mars-19	30-avr-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET552	9725P-Rum	9725	panache	20	20	panache_20	rumen	no	5690	Ho	F	22-févr-19	01-mars-19	19-mars-19	14-mai-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET553	9727M-Rum	9727	mere	20	20	mere_20	rumen	no	4168	Ho	F	27-févr-19	04-mars-19	02-avr-19	14-mai-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET554	9728M-Rum	9728	mere	20	20	mere_20	rumen	no	6742	Ho	F	27-févr-19	05-mars-19	02-avr-19	14-mai-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET555	9732P-Rum	9732	panache	20	20	panache_20	rumen	no	6718	Ho	F	04-mars-19	10-mars-19	02-avr-19	11-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET556	9740P-Rum	9740	panache	20	20	panache_20	rumen	no	7639	Mo	F	15-mars-19	20-mars-19	16-avr-19	28-mai-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET557	9743T-Rum	9743	temoin	20	20	temoin_20	rumen	no	7641	Mo	F	19-mars-19	27-mars-19	16-avr-19	SORTIE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET558	9746T-Rum	9746	temoin	20	20	temoin_20	rumen	no	3613	Mo	M - Fem	29-mars-19	07-avr-19	30-avr-19	11-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET559	9747M-Rum	9747	mere	20	20	mere_20	rumen	no	7628	Mo	F	31-mars-19	06-avr-19	30-avr-19	11-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET560	9748P-Rum	9748	panache	20	20	panache_20	rumen	no	7622	Mo	F	31-mars-19	06-avr-09	30-avr-19	09-juil-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET561	9749T-Rum	9749	temoin	20	20	temoin_20	rumen	no	4180	Ho	F	02-avr-19	10-avr-19	30-avr-19	25-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET562	9750P-Rum	9750	panache	20	20	panache_20	rumen	no	6640	Ho	F	03-avr-19	09-avr-19	30-avr-19	11-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET563	9755M-Rum	9755	mere	20	20	mere_20	rumen	no	5611	Ho	F	09-avr-19	15-avr-19	14-mai-19	25-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET564	9756P-Rum	9756	panache	20	20	panache_20	rumen	no	4165	Ho	F	11-avr-19	17-avr-19	14-mai-19	25-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET565	9757P-Rum	9757	panache	20	20	panache_20	rumen	no	5722	Ho	F	11-avr-19	17-avr-19	14-mai-19	09-juil-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET566	9759M-Rum	9759	mere	20	20	mere_20	rumen	no	3161	Ho	F	14-avr-19	21-avr-19	14-mai-19	25-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET567	9763P-Rum	9763	panache	20	20	panache_20	rumen	no	4633	Mo	F	18-avr-19	23-avr-19	14-mai-19	09-juil-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET568	9764M-Rum	9764	mere	20	20	mere_20	rumen	no	2604	Mo	F	19-avr-19	24-avr-19	14-mai-19	25-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET569	9770M-Rum	9770	mere	20	20	mere_20	rumen	no	2646	Mo	F	22-avr-19	28-avr-19	28-mai-19	09-juil-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET570	9721T-Fec	9721	temoin	20	20	temoin_20	feces	no	6722	Ho	F	12-févr-19	21-févr-19	19-mars-19	30-avr-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET571	9722M-Fec	9722	mere	20	20	mere_20	feces	no	6614	Ho	F	12-févr-19	18-févr-19	19-mars-19	30-avr-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET572	9725P-Fec	9725	panache	20	20	panache_20	feces	no	5690	Ho	F	22-févr-19	01-mars-19	19-mars-19	14-mai-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET573	9727M-Fec	9727	mere	20	20	mere_20	feces	no	4168	Ho	F	27-févr-19	04-mars-19	02-avr-19	14-mai-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET574	9728M-Fec	9728	mere	20	20	mere_20	feces	no	6742	Ho	F	27-févr-19	05-mars-19	02-avr-19	14-mai-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET575	9732P-Fec	9732	panache	20	20	panache_20	feces	no	6718	Ho	F	04-mars-19	10-mars-19	02-avr-19	11-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET576	9740P-Fec	9740	panache	20	20	panache_20	feces	no	7639	Mo	F	15-mars-19	20-mars-19	16-avr-19	28-mai-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET577	9743T-Fec	9743	temoin	20	20	temoin_20	feces	no	7641	Mo	F	19-mars-19	27-mars-19	16-avr-19	SORTIE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET578	9746T-Fec	9746	temoin	20	20	temoin_20	feces	no	3613	Mo	M - Fem	29-mars-19	07-avr-19	30-avr-19	11-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET579	9747M-Fec	9747	mere	20	20	mere_20	feces	no	7628	Mo	F	31-mars-19	06-avr-19	30-avr-19	11-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET580	9748P-Fec	9748	panache	20	20	panache_20	feces	no	7622	Mo	F	31-mars-19	06-avr-09	30-avr-19	09-juil-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET581	9750P-Fec	9750	panache	20	20	panache_20	feces	no	6640	Ho	F	03-avr-19	09-avr-19	30-avr-19	11-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET582	9755M-Fec	9755	mere	20	20	mere_20	feces	no	5611	Ho	F	09-avr-19	15-avr-19	14-mai-19	25-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET583	9756P-Fec	9756	panache	20	20	panache_20	feces	no	4165	Ho	F	11-avr-19	17-avr-19	14-mai-19	25-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET584	9757P-Fec	9757	panache	20	20	panache_20	feces	no	5722	Ho	F	11-avr-19	17-avr-19	14-mai-19	09-juil-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET585	9759M-Fec	9759	mere	20	20	mere_20	feces	no	3161	Ho	F	14-avr-19	21-avr-19	14-mai-19	25-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET586	9763P-Fec	9763	panache	20	20	panache_20	feces	no	4633	Mo	F	18-avr-19	23-avr-19	14-mai-19	09-juil-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET587	9764M-Fec	9764	mere	20	20	mere_20	feces	no	2604	Mo	F	19-avr-19	24-avr-19	14-mai-19	25-juin-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET588	9770M-Fec	9770	mere	20	20	mere_20	feces	no	2646	Mo	F	22-avr-19	28-avr-19	28-mai-19	09-juil-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19LIB028-19MET589	Mock-Fec	0	0	0	0	0_0	feces	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
